example_idx	token_idx	token	probability	contrast_prob	contrast_prob_diff	pcxmi	kl_divergence	kl_div_10	top_p_size_10	kl_div_30	top_p_size_30	kl_div_50	top_p_size_50	kl_div_70	top_p_size_70	kl_div_90	top_p_size_90	kl_div_l0	kl_div_l1	kl_div_l2	kl_div_l3	kl_div_l4	kl_div_l5	src_ctx_attr	src_brk_attr	src_curr_attr	src_eos_attr	tgt_curr_attr	is_supporting_context	is_context_sensitive	is_example_correct
451	0	▁Cet	0.9533	0.9334	0.0199	-0.0304	0.0111	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0003	0.0001	0.0013	0.0026	0.146	0.1173	0.6926	0.0441	0.0	0	0	1
451	1	▁empire	0.9961	0.9887	0.0074	-0.0107	0.004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0118	0.0136	0.0163	0.0331	0.0186	0.1571	0.221	0.5381	0.033	0.0508	1	0	1
451	2	,	0.1333	0.2662	-0.1329	0.9982	0.1766	0.0	1.0	0.0	1.0	0.0685	2.0	0.1229	3.0	0.1617	7.0	0.0	0.0053	0.0226	0.0212	0.0458	0.041	0.0839	0.1764	0.4916	0.0315	0.2166	0	0	1
451	3	▁il	0.9565	0.973	-0.0166	0.0248	0.0174	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0052	0.0221	0.0239	0.0327	0.0214	0.0784	0.1023	0.4677	0.0262	0.3254	0	1	1
451	4	▁prospère	0.4726	0.558	-0.0854	0.2396	0.0908	0.0	1.0	0.0	1.0	0.0112	2.0	0.0703	3.0	0.0796	4.0	0.0	0.0003	0.0367	0.0301	0.0163	0.0196	0.0942	0.0498	0.7332	0.0261	0.0968	0	0	1
451	5	▁grâce	0.9242	0.9372	-0.0129	0.02	0.0035	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0015	0.0235	0.0394	0.0481	0.0469	0.0782	0.0501	0.4801	0.0305	0.361	0	0	1
451	6	▁à	0.9882	0.9824	0.0058	-0.0085	0.0013	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	-0.0	0.0067	0.062	0.0551	0.0001	0.0727	0.0581	0.2552	0.0387	0.5754	0	0	1
451	7	▁moi	0.9851	0.9939	-0.0087	0.0127	0.0068	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0008	0.0213	0.0273	0.0848	0.0013	0.0875	0.0776	0.2906	0.0281	0.5161	0	0	1
451	8	,	0.6659	0.6492	0.0167	-0.0366	0.0026	0.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0004	3.0	0.0	0.0	0.0137	0.0181	0.0199	0.0114	0.064	0.067	0.1954	0.0299	0.6437	0	0	1
451	9	▁et	0.9277	0.9062	0.0215	-0.0338	0.0091	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.004	0.0172	0.021	0.0232	0.0003	0.0638	0.0758	0.2345	0.059	0.5669	0	0	1
451	10	▁tu	0.4655	0.6174	-0.1519	0.4075	0.0736	0.0	1.0	0.0	1.0	0.055	2.0	0.055	2.0	0.0534	4.0	0.0	0.0005	0.0138	0.0161	0.0621	0.1759	0.0863	0.0802	0.1998	0.0496	0.584	0	0	1
451	11	▁veux	0.9481	0.9638	-0.0157	0.0237	0.0074	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0039	0.0295	0.0285	0.0453	0.1117	0.0832	0.1959	0.0456	0.5636	0	0	1
451	12	▁que	0.8746	0.9222	-0.0476	0.0765	0.017	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0072	2.0	0.0	0.0002	0.0197	0.0278	0.0216	0.0	0.1065	0.0554	0.2836	0.0594	0.4952	0	0	1
451	13	▁je	0.9818	0.9839	-0.0021	0.0031	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.009	0.016	0.0196	0.0	0.0977	0.043	0.243	0.0509	0.5654	0	0	1
451	14	▁fui	0.0396	0.2297	-0.1901	2.5346	0.5597	1.1193	1.0	0.5201	2.0	0.4306	4.0	0.6377	8.0	0.5825	32.0	0.0	0.0	0.0075	0.016	0.0304	0.0284	0.1461	0.0855	0.4462	0.0925	0.2297	0	0	1
451	15	sse	0.5316	0.8197	-0.2881	0.6248	0.2428	0.0	1.0	0.0	1.0	0.0	1.0	0.2514	2.0	0.2514	2.0	0.0	0.0001	0.011	0.015	0.0309	0.0013	0.028	0.0191	0.0657	0.014	0.8733	0	0	1
451	16	.	0.9551	0.9509	0.0041	-0.0062	0.0028	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0127	0.0211	0.0241	0.0016	0.0499	0.0285	0.1027	0.0225	0.7963	0	0	1
451	17	</s>	0.9957	0.9955	0.0003	-0.0004	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0027	0.0132	0.0125	0.0022	0.0003	0.0788	0.0556	0.1112	0.0338	0.7206	0	0	1
452	0	▁Oui	0.804	0.865	-0.0609	0.1054	0.033	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0185	4.0	0.0	0.0001	0.0002	0.0002	0.0003	0.001	0.1955	0.1895	0.5781	0.0369	0.0	0	0	1
452	1	,	0.9057	0.887	0.0187	-0.0301	0.0035	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0007	1.0	0.0	0.0	0.0114	0.0128	0.006	0.0002	0.11	0.1264	0.2717	0.0283	0.4637	0	0	1
452	2	▁remettre	0.1771	0.1529	0.0242	-0.2116	0.0298	0.0	1.0	0.0007	1.0	0.0013	3.0	0.0055	6.0	0.0273	26.0	0.0	0.0094	0.0049	0.0097	0.0083	0.0532	0.154	0.1431	0.3426	0.0279	0.3325	0	0	1
452	3	▁l	0.7627	0.7874	-0.0247	0.046	0.0135	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0036	3.0	0.0	0.0002	0.008	0.0078	0.0137	0.0256	0.1439	0.0649	0.364	0.0266	0.4006	0	0	1
452	4	'	0.9841	0.9576	0.0265	-0.0394	0.0121	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0064	0.009	0.0084	0.0041	0.2207	0.0638	0.205	0.0183	0.4921	0	0	1
452	5	▁argent	0.8337	0.9177	-0.084	0.1386	0.0429	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0413	2.0	0.0	0.0008	0.0066	0.0144	0.021	0.0743	0.1339	0.0531	0.1967	0.0153	0.601	1	0	1
452	6	▁dans	0.8962	0.9087	-0.0125	0.0199	0.0088	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0001	0.0058	0.0055	0.0183	0.0089	0.0922	0.0557	0.4557	0.0303	0.3661	0	0	1
452	7	▁l	0.9238	0.923	0.0008	-0.0013	0.0064	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.006	0.0131	0.0143	0.0094	0.0956	0.0406	0.318	0.0169	0.5289	0	0	1
452	8	'	0.9911	0.9882	0.0029	-0.0042	0.0006	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0135	0.0117	0.0022	0.0001	0.0564	0.024	0.2374	0.0113	0.6708	0	0	1
452	9	▁économie	0.7543	0.7898	-0.0355	0.0663	0.0054	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0035	2.0	0.0	0.0039	0.0059	0.0109	0.0153	0.0159	0.0732	0.0276	0.2181	0.0107	0.6705	0	0	1
452	10	,	0.5131	0.5043	0.0088	-0.0249	0.0235	0.0	1.0	0.0	1.0	0.0	1.0	0.0084	3.0	0.0205	7.0	0.0	0.0002	0.0115	0.0138	0.0165	0.0068	0.0564	0.0436	0.209	0.0238	0.6672	0	0	1
452	11	▁où	0.6174	0.5929	0.0245	-0.0584	0.0441	0.0	1.0	0.0	1.0	0.0	1.0	0.0387	2.0	0.0387	3.0	0.0	0.0021	0.0061	0.013	0.018	0.0229	0.0619	0.0371	0.5261	0.0285	0.3464	0	0	1
452	12	▁il	0.9699	0.9698	0.0001	-0.0001	0.0005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0023	0.0242	0.0167	0.0013	0.0488	0.0245	0.3304	0.0168	0.5796	0	1	1
452	13	▁appartient	0.6071	0.7056	-0.0985	0.217	0.0367	0.0	1.0	0.0	1.0	0.0	1.0	0.0188	2.0	0.0293	4.0	0.0	0.0	0.0068	0.0078	0.0072	0.0219	0.0561	0.017	0.5643	0.0129	0.3498	0	0	1
452	14	,	0.9053	0.9173	-0.012	0.019	0.0052	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0046	0.0122	0.0086	0.001	0.0407	0.032	0.2475	0.0153	0.6644	0	0	1
452	15	▁pas	0.7267	0.7335	-0.0068	0.0135	0.0072	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0065	3.0	0.0	0.0006	0.0049	0.0079	0.0137	0.0013	0.0698	0.0342	0.2814	0.0209	0.5937	0	0	1
452	16	▁dans	0.9761	0.9693	0.0067	-0.01	0.0017	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0017	0.0043	0.0149	0.0004	0.0486	0.0169	0.4337	0.0266	0.4743	0	0	1
452	17	▁ma	0.9607	0.963	-0.0024	0.0035	0.0009	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0035	0.0054	0.007	0.0041	0.0629	0.0224	0.5984	0.0265	0.2897	0	0	1
452	18	▁poche	0.9998	0.9998	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0062	0.0077	0.0065	0.0335	0.0593	0.0175	0.5681	0.0308	0.3243	0	0	1
452	19	.	0.9638	0.9673	-0.0035	0.0053	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0105	0.0104	0.0065	0.0002	0.0234	0.0199	0.0922	0.008	0.8565	0	0	1
452	20	</s>	0.9929	0.993	-0.0002	0.0003	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0014	0.0103	0.0097	0.0013	0.0001	0.0391	0.0342	0.0957	0.0138	0.8172	0	0	1
453	0	▁Quand	0.6917	0.7268	-0.0351	0.0715	0.033	0.0	1.0	0.0	1.0	0.0	1.0	0.0032	2.0	0.0226	4.0	0.0	0.0001	0.0003	0.0002	0.0003	0.0013	0.2154	0.2882	0.4156	0.0807	0.0	0	0	1
453	1	▁la	0.9444	0.9701	-0.0257	0.0388	0.0126	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0003	0.0084	0.0124	0.0106	0.0045	0.2112	0.1695	0.4406	0.1006	0.0781	0	0	1
453	2	▁main	0.991	0.9018	0.0892	-0.136	0.0802	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0068	0.0119	0.0183	0.0426	0.2485	0.2327	0.1923	0.3718	0.084	0.1192	1	0	1
453	3	▁de	0.0132	0.8013	-0.7881	5.9291	1.9716	2.0677	1.0	2.0677	1.0	2.0677	1.0	2.0677	1.0	2.0677	1.0	0.0	0.0	0.0013	0.0142	0.0221	0.7223	0.3153	0.1134	0.4176	0.0505	0.1032	0	0	1
453	4	▁la	0.7935	0.9924	-0.1989	0.3227	0.6013	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.4111	2.0	0.0	0.0005	0.0047	0.0097	0.0186	0.7145	0.1908	0.1258	0.3975	0.0531	0.2327	0	0	1
453	5	▁patient	0.9962	0.9991	-0.0028	0.0041	0.0034	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.001	0.011	0.0364	0.0677	0.4462	0.1747	0.1198	0.445	0.0556	0.2049	0	0	1
453	6	e	0.9969	0.9984	-0.0014	0.0021	0.0018	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.008	0.0244	0.0027	0.0	0.0597	0.0405	0.0708	0.014	0.8149	0	0	1
453	7	▁est	0.9111	0.753	0.1582	-0.275	0.1031	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0981	1.0	0.0	0.0	0.0119	0.0174	0.0195	0.0178	0.1453	0.1256	0.3731	0.1027	0.2534	0	0	1
453	8	▁libérée	0.6365	0.6396	-0.0031	0.0071	0.048	0.0	1.0	0.0	1.0	0.0	1.0	0.0056	2.0	0.0215	3.0	0.0	0.0	0.0056	0.0081	0.0238	0.0593	0.1018	0.0849	0.5238	0.0724	0.2171	0	0	1
453	9	▁directement	0.8972	0.914	-0.0168	0.0268	0.0061	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0038	2.0	0.0	0.0012	0.006	0.0086	0.0202	0.059	0.0619	0.0769	0.5444	0.0509	0.2659	0	0	1
453	10	▁au	0.704	0.6925	0.0115	-0.0238	0.0024	0.0	1.0	0.0	1.0	0.0	1.0	0.0003	1.0	0.0003	3.0	0.0	0.0	0.0082	0.0083	0.0244	0.0115	0.1166	0.0862	0.4819	0.0856	0.2297	0	0	1
453	11	-	0.9219	0.9258	-0.0039	0.006	0.0005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0039	0.0089	0.0228	0.0334	0.1346	0.0605	0.4501	0.0537	0.3012	0	0	1
453	12	dessus	0.9998	0.9998	0.0	-0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0003	0.003	0.0072	0.0031	0.0001	0.0924	0.0498	0.2362	0.0404	0.5812	0	0	1
453	13	▁du	0.1771	0.6418	-0.4648	1.858	0.4656	0.4663	1.0	0.4663	1.0	0.4663	1.0	0.4663	1.0	0.4663	2.0	0.0	0.0009	0.0098	0.0156	0.0217	0.5001	0.2052	0.0897	0.4498	0.0985	0.1567	0	0	1
453	14	▁visage	0.9992	0.9992	0.0	-0.0001	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.0053	0.0102	0.0227	0.052	0.1707	0.1176	0.2388	0.059	0.4138	0	0	1
453	15	,	0.9686	0.9661	0.0026	-0.0038	0.0009	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0001	0.0133	0.0142	0.0303	0.0016	0.1097	0.0619	0.2316	0.0413	0.5555	0	0	1
453	16	▁elle	0.9572	0.9693	-0.0121	0.0182	0.0036	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.001	0.0075	0.0105	0.0105	0.0931	0.1523	0.1099	0.2255	0.048	0.4643	0	1	1
453	17	▁devrait	0.9231	0.9415	-0.0184	0.0284	0.0035	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0037	0.0138	0.0078	0.029	0.1309	0.118	0.3558	0.105	0.2905	0	0	1
453	18	▁frapper	0.6259	0.5653	0.0606	-0.147	0.0426	0.0	1.0	0.0	1.0	0.0	1.0	0.0083	2.0	0.0304	10.0	0.0	0.0003	0.008	0.0108	0.0145	0.0275	0.0718	0.0757	0.3992	0.0743	0.3791	0	0	1
453	19	▁le	0.8726	0.9179	-0.0453	0.073	0.0285	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0211	2.0	0.0	0.0015	0.0116	0.0126	0.0276	0.0539	0.0939	0.0864	0.3021	0.0716	0.446	0	0	1
453	20	▁visage	0.9989	0.9984	0.0005	-0.0007	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.0088	0.016	0.0216	0.0537	0.095	0.0754	0.3052	0.0703	0.4541	0	0	1
453	21	▁sur	0.2227	0.3048	-0.0821	0.453	0.3848	0.1801	1.0	0.1801	1.0	0.2927	2.0	0.3336	4.0	0.3768	11.0	0.0	0.0	0.0213	0.0223	0.0454	0.3004	0.1115	0.0667	0.3037	0.0496	0.4684	0	0	1
453	22	▁le	0.7554	0.7721	-0.0167	0.0315	0.0131	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0012	2.0	0.0	0.0	0.0058	0.0244	0.0543	0.0309	0.1164	0.1222	0.4983	0.0747	0.1884	0	0	1
453	23	▁chemin	0.983	0.6072	0.3758	-0.6951	0.4504	0.0	1.0	0.0	1.0	0.0	1.0	0.2792	1.0	0.3774	1.0	0.0	0.0005	0.0145	0.0169	0.0649	1.1861	0.1132	0.0828	0.4434	0.054	0.3065	0	0	1
453	24	▁vers	0.8856	0.8026	0.083	-0.1419	0.046	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0288	2.0	0.0	0.0	0.007	0.0329	0.0687	0.0036	0.0646	0.0723	0.206	0.0352	0.6219	0	0	1
453	25	▁le	0.9845	0.9575	0.0269	-0.04	0.0125	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0237	0.0169	0.0205	0.0034	0.0888	0.0578	0.2868	0.0458	0.5209	0	0	1
453	26	▁bas	0.9876	0.9879	-0.0003	0.0004	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0011	0.0162	0.0149	0.008	0.0082	0.0885	0.0475	0.2977	0.0442	0.522	0	0	1
453	27	.	0.9864	0.985	0.0013	-0.0019	0.0006	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0153	0.0136	0.0081	0.0006	0.0669	0.0733	0.2108	0.0375	0.6115	0	0	1
453	28	</s>	0.9977	0.9969	0.0007	-0.0011	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0037	0.0184	0.0145	0.0034	0.0	0.0657	0.0581	0.1249	0.0341	0.7172	0	0	1
454	0	▁Et	0.6064	0.6163	-0.0099	0.0233	0.0171	0.0	1.0	0.0	1.0	0.0	1.0	0.0002	2.0	0.0002	2.0	0.0	0.0	0.0004	0.0001	0.0004	0.0028	0.1876	0.2731	0.4922	0.0471	0.0	0	0	1
454	1	▁les	0.9425	0.9451	-0.0026	0.004	0.0088	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0002	0.0229	0.0218	0.0231	0.0069	0.1362	0.1105	0.6124	0.0515	0.0893	0	0	1
454	2	▁lois	0.9579	0.9568	0.001	-0.0015	0.0088	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0121	0.0132	0.0109	0.0115	0.0783	0.1348	0.0978	0.6206	0.0325	0.1144	1	0	1
454	3	▁de	0.8695	0.8265	0.043	-0.0732	0.0078	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0059	2.0	0.0	0.0021	0.0406	0.0169	0.0064	0.0008	0.0568	0.0751	0.4162	0.0273	0.4246	0	0	1
454	4	▁la	0.996	0.9875	0.0085	-0.0124	0.0048	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0055	0.0075	0.0133	0.0371	0.0004	0.0461	0.0576	0.3402	0.0204	0.5356	0	0	1
454	5	▁magie	0.993	0.9952	-0.0023	0.0033	0.0009	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0015	0.0049	0.0089	0.0281	0.0239	0.0737	0.0384	0.5562	0.0242	0.3076	0	0	1
454	6	▁sont	0.9349	0.9152	0.0197	-0.0308	0.0072	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0007	0.0098	0.0073	0.0137	0.0083	0.0861	0.0631	0.4126	0.05	0.3883	0	0	1
454	7	▁comme	0.8792	0.8666	0.0126	-0.0208	0.0072	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0006	2.0	0.0	0.0002	0.0052	0.0087	0.018	0.0012	0.0818	0.0773	0.4271	0.0387	0.3751	0	0	1
454	8	▁les	0.9431	0.9228	0.0203	-0.0314	0.0071	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0007	0.013	0.0345	0.001	0.079	0.0646	0.3835	0.0431	0.4299	0	0	1
454	9	▁lois	0.9952	0.9946	0.0006	-0.0009	0.0003	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0004	0.0053	0.008	0.0121	0.051	0.0791	0.0502	0.3096	0.0396	0.5216	0	0	1
454	10	▁de	0.8151	0.8345	-0.0194	0.0339	0.0135	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0076	3.0	0.0	0.0011	0.0265	0.0125	0.0097	0.0028	0.0809	0.0423	0.4071	0.0315	0.4382	0	0	1
454	11	▁tout	0.3743	0.4815	-0.1072	0.3634	0.0817	0.0422	1.0	0.0422	1.0	0.0422	2.0	0.0422	2.0	0.0718	5.0	0.0	0.002	0.0051	0.0066	0.0267	0.0603	0.1094	0.0692	0.3847	0.035	0.4017	0	0	1
454	12	,	0.6725	0.7435	-0.071	0.1448	0.0502	0.0	1.0	0.0	1.0	0.0	1.0	0.0011	2.0	0.0334	4.0	0.0	0.0	0.0014	0.0104	0.0577	0.0395	0.1036	0.0604	0.2985	0.0339	0.5036	0	0	1
454	13	▁elles	0.9729	0.9734	-0.0005	0.0008	0.0037	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.001	0.0064	0.01	0.0213	0.4307	0.0547	0.0452	0.2276	0.0308	0.6417	0	1	1
454	14	▁fonctionnent	0.6859	0.849	-0.1631	0.3078	0.255	0.0	1.0	0.0	1.0	0.0	1.0	0.2332	2.0	0.2379	4.0	0.0	0.0	0.0041	0.0135	0.0216	0.0243	0.0737	0.0355	0.2779	0.036	0.5769	0	0	1
454	15	▁parce	0.7991	0.8221	-0.0229	0.0408	0.0081	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0065	3.0	0.0	0.0079	0.0048	0.0065	0.0123	0.0186	0.0477	0.0673	0.228	0.0324	0.6246	0	0	1
454	16	▁que	0.8303	0.6754	0.1549	-0.2979	0.0629	0.0	1.0	0.0	1.0	0.0	1.0	0.0632	1.0	0.0632	2.0	0.0	0.0	0.0067	0.0065	0.0036	0.0399	0.0592	0.0255	0.3911	0.0507	0.4735	0	0	1
454	17	▁vous	0.6511	0.7745	-0.1234	0.2503	0.0542	0.0	1.0	0.0	1.0	0.0	1.0	0.0516	2.0	0.0516	2.0	0.0	0.0001	0.0156	0.0074	0.0082	0.0405	0.0987	0.0745	0.2622	0.0273	0.5373	0	0	1
454	18	▁leur	0.9398	0.9654	-0.0256	0.0388	0.0202	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.003	0.0085	0.0078	0.2052	0.0643	0.0185	0.6465	0.0387	0.2321	0	0	1
454	19	▁obéi	0.995	0.9937	0.0013	-0.0019	0.0002	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0016	0.0069	0.0086	0.0212	0.0526	0.0109	0.6558	0.0198	0.2609	0	0	1
454	20	ssez	0.9986	0.9988	-0.0001	0.0002	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0096	0.0038	0.003	0.0015	0.0005	0.0244	0.0099	0.2108	0.0116	0.7433	0	0	1
454	21	.	0.9835	0.9848	-0.0013	0.0019	0.0005	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0003	0.0035	0.0053	0.0074	0.001	0.0343	0.0477	0.1925	0.0241	0.7014	0	0	1
454	22	</s>	0.9956	0.9956	-0.0	0.0	0.0003	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0065	0.0173	0.0147	0.0213	0.0001	0.0448	0.0275	0.169	0.0262	0.7325	0	0	1
455	0	▁Alors	0.1814	0.284	-0.1026	0.6471	0.1534	0.1503	1.0	0.1503	1.0	0.1826	2.0	0.1438	4.0	0.1426	7.0	0.0	0.0	0.0003	0.0005	0.001	0.0059	0.2043	0.2081	0.5501	0.0376	0.0	0	0	1
455	1	,	0.3747	0.3761	-0.0014	0.0054	0.1206	0.0	1.0	0.0	1.0	0.1447	2.0	0.1188	3.0	0.1188	4.0	0.0	0.0027	0.0404	0.0185	0.0143	0.2884	0.1053	0.1503	0.3742	0.031	0.3393	0	0	1
455	2	▁il	0.4304	0.4888	-0.0584	0.1836	0.2324	0.0	1.0	0.0	1.0	0.2332	2.0	0.2332	2.0	0.2332	3.0	0.0	0.0055	0.0118	0.0146	0.0251	0.4779	0.1513	0.1481	0.3738	0.0372	0.2896	0	0	1
455	3	▁faut	0.687	0.7269	-0.0399	0.0815	0.0162	0.0	1.0	0.0	1.0	0.0	1.0	0.0097	2.0	0.0097	2.0	0.0	0.0001	0.0104	0.0219	0.0129	0.0026	0.1219	0.0924	0.3795	0.0335	0.3726	0	0	1
455	4	▁qu	0.1499	0.314	-0.1641	1.0669	0.1426	0.1841	1.0	0.1565	2.0	0.1523	3.0	0.1671	5.0	0.1474	13.0	0.0	0.0	0.0085	0.0145	0.0497	0.3823	0.0666	0.0639	0.3984	0.0201	0.4511	0	0	1
455	5	'	0.9977	0.9993	-0.0016	0.0024	0.0016	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0073	0.0064	0.0107	0.0013	0.228	0.097	0.1984	0.0254	0.4511	0	0	1
455	6	on	0.9948	0.9944	0.0004	-0.0006	0.0001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0024	0.005	0.0073	0.018	0.0059	0.1348	0.0669	0.2703	0.023	0.5051	0	0	1
455	7	▁s	0.6067	0.5747	0.032	-0.0781	0.0413	0.0	1.0	0.0	1.0	0.0	1.0	0.015	2.0	0.0341	7.0	0.0	0.0003	0.0122	0.0183	0.0176	0.0869	0.0936	0.0442	0.5585	0.0306	0.2731	0	0	1
455	8	'	0.9979	0.9987	-0.0008	0.0012	0.0004	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0133	0.006	0.0157	0.0	0.1285	0.0362	0.3219	0.023	0.4904	0	0	1
455	9	occupe	0.9629	0.9713	-0.0085	0.0127	0.0029	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0008	0.0036	0.0059	0.0087	0.0079	0.0769	0.0398	0.3931	0.022	0.4681	0	0	1
455	10	▁de	0.9333	0.939	-0.0057	0.0088	0.008	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0027	0.0054	0.0081	0.0201	0.0565	0.0559	0.0334	0.606	0.0237	0.281	0	0	1
455	11	▁cette	0.7307	0.6024	0.1283	-0.2785	0.0787	0.0	1.0	0.0	1.0	0.0	1.0	0.0025	1.0	0.07	2.0	0.0	0.0009	0.0031	0.0081	0.005	0.0655	0.0546	0.0218	0.6746	0.0265	0.2225	0	0	1
