source_full	source_current	source_context	source_tagged	gold_target_full	gold_target_current	gold_target_context	gold_target_tagged	generated_target_full	generated_target_current	generated_target_context
She worked for the National Security Council. Miss Corwin, are you there? You've been looking for me? Can we meet? No.<brk> Two months ago, a report I wrote was changed when it went through your office, but your office has been shut down for more than a year.	Two months ago, a report I wrote was changed when it went through your office, but your office has been shut down for more than a year.	She worked for the National Security Council. Miss Corwin, are you there? You've been looking for me? Can we meet? No.	Two months ago, a report I wrote was changed when <p>it</p> went through your office, but your office has been shut down for more than a year.	Il y a deux mois, un  rapport  que j'ai écrit a été modifié quand il est passé par votre bureau, mais ton bureau a été fermé depuis plus d'un an.	Il y a deux mois, un  rapport  que j'ai écrit a été modifié quand il est passé par votre bureau, mais ton bureau a été fermé depuis plus d'un an.	Elle travaillait pour le conseil de sécurité nationale (NSC). Mademoiselle Corwin, vous êtes là ? Vous me cherchiez ? On peut se rencontrer ? Non.	Il y a deux mois, un  <hon>rapport<hoff>  que j'ai écrit a été modifié quand <p>il</p> est passé par votre bureau, mais ton bureau a été fermé depuis plus d'un an.	Il y a deux mois, un rapport que j'ai écrit a changé quand il est passé par votre bureau, mais votre bureau est fermé depuis plus d'un an.	Il y a deux mois, un rapport que j'ai écrit a changé quand il est passé par votre bureau, mais votre bureau est fermé depuis plus d'un an.	
She found something? She's back here, isn't she? She's back at Selfridges. I want to put a whole family in it. Father, mother, children.<brk> And the motor will be at an angle, so it is almost flying.	And the motor will be at an angle, so it is almost flying.	She found something? She's back here, isn't she? She's back at Selfridges. I want to put a whole family in it. Father, mother, children.	And the motor will be at an angle, so <p>it</p> is almost flying.	Et la  voiture  sera dans un angle, pour qu'on ait l'impression qu'elle vole.	Et la  voiture  sera dans un angle, pour qu'on ait l'impression qu'elle vole.	- Elle a trouvé quelque chose ? Elle est de retour ici, non ? Elle est de retour à Selfridges. Je veux mettre toute une famille dedans. Père, mère, enfants.	Et la  <hon>voiture<hoff>  sera dans un angle, pour qu'on ait l'impression qu'<p>elle</p> vole.	Et le moteur sera sous un angle, donc il est presque en train de voler.	Et le moteur sera sous un angle, donc il est presque en train de voler.	
<brk> I designed the machine to detect acts of terror, but it sees everything... violent crimes involving ordinary people.	I designed the machine to detect acts of terror, but it sees everything... violent crimes involving ordinary people.		I designed the machine to detect acts of terror, but <p>it</p> sees everything... violent crimes involving ordinary people.	Elle  devait déjouer le terrorisme, mais elle détecte tout. Des crimes violents impliquant des civils.	Elle  devait déjouer le terrorisme, mais elle détecte tout. Des crimes violents impliquant des civils.		<hon>Elle<hoff>  devait déjouer le terrorisme, mais <p>elle</p> détecte tout. Des crimes violents impliquant des civils.	La machine devait repérer des actes terroristes, mais elle voit tout, des crimes violents impliquant des personnes ordinaires.	La machine devait repérer des actes terroristes, mais elle voit tout, des crimes violents impliquant des personnes ordinaires.	
911. What is your emergency? Would you like me to send an ambulance to your location? An explosion. Are you sure?<brk> Where was the bomb when it went off, sir?	Where was the bomb when it went off, sir?	911. What is your emergency? Would you like me to send an ambulance to your location? An explosion. Are you sure?	Where was the bomb when <p>it</p> went off, sir?	Où était la  bombe  quand elle a explosé ?	Où était la  bombe  quand elle a explosé ?	911. Quelle est votre urgence ? Voulez vous que je vous envoie une ambulance ? Une explosion. Êtes-vous sûr ?	Où était la  <hon>bombe<hoff>  quand <p>elle</p> a explosé ?	Où était la bombe quand elle est partie?	Où était la bombe quand elle est partie?	
- Let me see one more. - Cut the shit, all right? Holy shit! And they won't know? They don't even count it half the time. Jesus, holy shit.<brk> The camera doesn't even see the door when it opens.	The camera doesn't even see the door when it opens.	- Let me see one more. - Cut the shit, all right? Holy shit! And they won't know? They don't even count it half the time. Jesus, holy shit.	The camera doesn't even see the door when <p>it</p> opens.	Non, c'est complètement dingue ! La caméra voit même pas la  porte  quand elle s'ouvre.	Non, c'est complètement dingue ! La caméra voit même pas la  porte  quand elle s'ouvre.	- S'il te plaît. - Ferme-la, d'accord ? - J'y crois pas ! Et ils le sauront pas ? Ils font même pas les comptes la plupart du temps.	Non, c'est complètement dingue ! La caméra voit même pas la  <hon>porte<hoff>  quand <p>elle</p> s'ouvre.	La caméra ne voit même pas la porte quand elle s'ouvre.	La caméra ne voit même pas la porte quand elle s'ouvre.	
Yeah, in rehab, months ago! Yeah, that's true. I never followed up. And I did tell you it was a done deal, and... and then when I tried to call I couldn't get ahold of him, so... I got a bad habit of that, sweetheart.<brk> I... I make these big promises, and then... when they fall flat... Disappear.	I... I make these big promises, and then... when they fall flat... Disappear.	Yeah, in rehab, months ago! Yeah, that's true. I never followed up. And I did tell you it was a done deal, and... and then when I tried to call I couldn't get ahold of him, so... I got a bad habit of that, sweetheart.	I... I make these big promises, and then... when <p>they</p> fall flat... Disappear.	Je...je fais ces grandes  promesses , et ensuite... quand elles tombent à plat...	Je...je fais ces grandes  promesses , et ensuite... quand elles tombent à plat...	Oui, en désintoxication, il y a des mois! Oui, c'est vrai. Je ne l'ai jamais suivi. Et je t'ai dit que c'était une affaire réglée, et...et ensuite quand j'ai essayé d'appeler je ne pouvais pas le recontacter, donc... J'ai pris la mauvaise habitude de ça, mon cœur.	Je...je fais ces grandes  <hon>promesses<hoff> , et ensuite... quand <p>elles</p> tombent à plat...	J'ai fait ces grosses promesses, et puis... quand elles tombent plate... j'ai disparu.	J'ai fait ces grosses promesses, et puis... quand elles tombent plate... j'ai disparu.	
I would see those days return. I would relight the great forges of the Dwarves and send wealth and riches flowing once more from the Halls of Erebor! Death! That is what you will bring upon us! Dragon fire and ruin.<brk> If you waken that beast it will destroy us all.	If you waken that beast it will destroy us all.	I would see those days return. I would relight the great forges of the Dwarves and send wealth and riches flowing once more from the Halls of Erebor! Death! That is what you will bring upon us! Dragon fire and ruin.	If you waken that beast <p>it</p> will destroy us all.	Si vous réveillez cette  bête , elle nous exterminera.	Si vous réveillez cette  bête , elle nous exterminera.	Ce temps reviendra. Je rallumerai les grandes forges des Nains et referai déborder de richesses les grandes salles d'Erebor ! La mort ! Voilà ce que vous nous apporterez. Le feu et les ravages du Dragon.	Si vous réveillez cette  <hon>bête<hoff> , <p>elle</p> nous exterminera.	Si tu réveilles cette bête, elle nous détruira tous.	Si tu réveilles cette bête, elle nous détruira tous.	
Yeah, you're hot. you got a great face, and everybody knows that. You got, uh, legs of steel. I do live in a fifth-floor walkup. Well, it's working good, and your whole...<brk> Your form is just... it's very good.	Your form is just... it's very good.	Yeah, you're hot. you got a great face, and everybody knows that. You got, uh, legs of steel. I do live in a fifth-floor walkup. Well, it's working good, and your whole...	Your form is just... <p>it</p>'s very good.	et tout ton ... ton  corps  est juste, ... il est très bien.	et tout ton ... ton  corps  est juste, ... il est très bien.	"Si tu es ""hot"". Tu as un très ... Tu as un très beau visage. Et tout le monde le sait. Tu as euh ... des jambes d'acier. C'est vrai que j'habite au 5ème sans ascenseur. Et bien, ça se voit."	et tout ton ... ton  <hon>corps<hoff>  est juste, ... <p>il</p> est très bien.	Votre forme est juste... elle est très bonne.	Votre forme est juste... elle est très bonne.	
She had this done a while ago. And the tattoos and the piercings are even older, right? Her body...it's a record of her journey into body modification. How does that track with her leg being forcibly amputated? Well, that's your job.<brk> What I can tell you about the subculture is it pushes the edge.	What I can tell you about the subculture is it pushes the edge.	She had this done a while ago. And the tattoos and the piercings are even older, right? Her body...it's a record of her journey into body modification. How does that track with her leg being forcibly amputated? Well, that's your job.	What I can tell you about the subculture is <p>it</p> pushes the edge.	Ce que je peux vous dire à propos de la  sous-culture  c'est qu'elle repousse les barrières.	Ce que je peux vous dire à propos de la  sous-culture  c'est qu'elle repousse les barrières.	Elle l'a fait il y a quelque temps. Et les tatouages, et les pierçings sont même plus vieux, n'est ce pas ? Son corps... Il témoigne de son parcours de transformation du corps. Comment est-ce que ça conduit à sa jambe amputée de force ? Bien, c'est votre boulot.	Ce que je peux vous dire à propos de la  <hon>sous-culture<hoff>  c'est qu'<p>elle</p> repousse les barrières.	Ce que je peux vous dire sur la sous-culture, c'est qu'elle pousse le bord.	Ce que je peux vous dire sur la sous-culture, c'est qu'elle pousse le bord.	
Yes. What is the ratio of men to women senior partners at Pearson Hardman? What? She has no knowledge of that. Then I direct the question to you.<brk> And I have the answer, but it's not relevant to this case.	And I have the answer, but it's not relevant to this case.	Yes. What is the ratio of men to women senior partners at Pearson Hardman? What? She has no knowledge of that. Then I direct the question to you.	And I have the answer, but <p>it</p>'s not relevant to this case.	Et j'ai la  réponse , mais elle n'est pas pertinente pour cette affaire.	Et j'ai la  réponse , mais elle n'est pas pertinente pour cette affaire.	Oui. Quel est le pourcentage d'hommes et de femmes partenaires sénior chez Pearson Hardman? Quoi? Elle n'en sait absolument rien. Et bien je vous pose la question alors ?	Et j'ai la  <hon>réponse<hoff> , mais <p>elle</p> n'est pas pertinente pour cette affaire.	Et j'ai la réponse, mais elle n'a rien à voir avec cette affaire.	Et j'ai la réponse, mais elle n'a rien à voir avec cette affaire.	
With pleasure. Does this girl look familiar to you? I've never seen this girl, but this mark I have seen. I hope I never see it again. I don't know who's behind it, and I don't want to.<brk> My girls... they have good life.	My girls... they have good life.	With pleasure. Does this girl look familiar to you? I've never seen this girl, but this mark I have seen. I hope I never see it again. I don't know who's behind it, and I don't want to.	My girls... <p>they</p> have good life.	Mes  filles ... Elles ont une belle vie.	Mes  filles ... Elles ont une belle vie.	Avec plaisir. Avez-vous déjà vu cette fille? Je n'ai jamais vu cette fille, Mais j'ai déja vu cette marque. J'espère ne pas la revoir. Je ne sais pas qui est derrière ça, et je ne veux pas le savoir.	Mes  <hon>filles<hoff> ... <p>Elles</p> ont une belle vie.	Mes filles... elles ont une belle vie.	Mes filles... elles ont une belle vie.	
Tell me. Tell me! Tell me! Tell me! Tell me! Where's my daughter? Four days have passed since Anna Dover and Joy Birch... were last seen by their families.<brk> The two girls, aged 6 and 7, are believed to have been... playing on this street when they disappeared without a trace.	The two girls, aged 6 and 7, are believed to have been... playing on this street when they disappeared without a trace.	Tell me. Tell me! Tell me! Tell me! Tell me! Where's my daughter? Four days have passed since Anna Dover and Joy Birch... were last seen by their families.	The two girls, aged 6 and 7, are believed to have been... playing on this street when <p>they</p> disappeared without a trace.	Les deux petites  filles , âgées de 6 et 7 ans, jouaient vraisemblablement dans cette rue quand elles ont disparu sans laisser de trace.	Les deux petites  filles , âgées de 6 et 7 ans, jouaient vraisemblablement dans cette rue quand elles ont disparu sans laisser de trace.	Dis-moi. Dis-moi ! Dis-moi ! Où est ma fille ? Voilà cinq jours qu'Anna Dover et Joy Birch ont été vues pour la dernière fois par leurs familles.	Les deux petites  <hon>filles<hoff> , âgées de 6 et 7 ans, jouaient vraisemblablement dans cette rue quand <p>elles</p> ont disparu sans laisser de trace.	On pense que les deux filles de 6 et 7 ans jouaient dans cette rue quand elles ont disparu sans laisser de trace.	On pense que les deux filles de 6 et 7 ans jouaient dans cette rue quand elles ont disparu sans laisser de trace.	
Any luck getting more info on him? It's gonna take more than luck. The firm's firewall is even better than Peck's. Yeah, I've got line of sight on his office, but I can't get any signals from his wi-fi or his cell. He works in the IQZ telecom building.<brk> Financial firms like to co-locate with internet hubs so they can get their trades in a few picoseconds faster.	Financial firms like to co-locate with internet hubs so they can get their trades in a few picoseconds faster.	Any luck getting more info on him? It's gonna take more than luck. The firm's firewall is even better than Peck's. Yeah, I've got line of sight on his office, but I can't get any signals from his wi-fi or his cell. He works in the IQZ telecom building.	Financial firms like to co-locate with internet hubs so <p>they</p> can get their trades in a few picoseconds faster.	Les  firmes  financières aiment être près d'un pôle internet ainsi elles peuvent effectuer des échanges en quelques pico-secondes plus vite.	Les  firmes  financières aiment être près d'un pôle internet ainsi elles peuvent effectuer des échanges en quelques pico-secondes plus vite.	Tu as pu avoir un peu plus d'info sur lui par chance ? Ça va demander plus que de la chance. Le parefeu de la société est encore meilleur que celui de Peck. Ouais, je l'ai dans mon champs de vison il est dans son bureau, mais je n'ai pas de signal ni de son wifi ni de son téléphone. Il travaille dans la tour d'IQZ télécom.	Les  <hon>firmes<hoff>  financières aiment être près d'un pôle internet ainsi <p>elles</p> peuvent effectuer des échanges en quelques pico-secondes plus vite.	Les sociétés financières aiment co-localiser avec les centres d'Internet pour qu'elles puissent faire leurs échanges plus vite en quelques pico-secondes.	Les sociétés financières aiment co-localiser avec les centres d'Internet pour qu'elles puissent faire leurs échanges plus vite en quelques pico-secondes.	
Now, come at me. Right here. As hard as you can. Their legs go like runny shit! Then here, see?<brk> Always keep the cord around your wrist... then it won't slip when you come down hard.	Always keep the cord around your wrist... then it won't slip when you come down hard.	Now, come at me. Right here. As hard as you can. Their legs go like runny shit! Then here, see?	Always keep the cord around your wrist... then <p>it</p> won't slip when you come down hard.	Garde toujours la  corde  autour de ton poignet, comme ça elle ne glissera pas quand tu attaqueras fort.	Garde toujours la  corde  autour de ton poignet, comme ça elle ne glissera pas quand tu attaqueras fort.	Maintenant, attaque-moi. Juste là. Aussi fort que possible. Leurs jambes s'effondrent comme de la merde liquide ! Et puis là, tu vois ?	Garde toujours la  <hon>corde<hoff>  autour de ton poignet, comme ça <p>elle</p> ne glissera pas quand tu attaqueras fort.	Gardez toujours le fil autour de votre poignet... puis il ne glissera pas quand vous tomberez fort.	Gardez toujours le fil autour de votre poignet... puis il ne glissera pas quand vous tomberez fort.	
I know we just started dating, but the truth is, if this actually goes somewhere, I'm not sure what I'm supposed to do or how this is supposed to work. Okay. Why don't you start by telling me what you'd do to a guy who stood you up? That's more like it. What are you doing?<brk> Annie, my life didn't end when I stopped walking, and I'm sorry, but it didn't start again the minute I met you.	Annie, my life didn't end when I stopped walking, and I'm sorry, but it didn't start again the minute I met you.	I know we just started dating, but the truth is, if this actually goes somewhere, I'm not sure what I'm supposed to do or how this is supposed to work. Okay. Why don't you start by telling me what you'd do to a guy who stood you up? That's more like it. What are you doing?	Annie, my life didn't end when I stopped walking, and I'm sorry, but <p>it</p> didn't start again the minute I met you.	Annie, ma  vie  ne s'est pas arrêtée quand j'ai cessé de marcher. Et je suis désolé mais elle n'a pas recommencé à la minute où je t'ai rencontrée.	Annie, ma  vie  ne s'est pas arrêtée quand j'ai cessé de marcher. Et je suis désolé mais elle n'a pas recommencé à la minute où je t'ai rencontrée.	Je sais que l'on commence juste à sortir ensemble, mais la vérité, c'est que, si ça nous mène quelque part, je ne suis pas sûre de ce que je devrais faire ou de comment ça va fonctionner. Ok. Pourquoi tu ne commencerais pas par me dire ce que tu ferais à un gars qui t'a posé un lapin ? C'est mieux comme ça. Qu'est-ce que tu fais ?	Annie, ma  <hon>vie<hoff>  ne s'est pas arrêtée quand j'ai cessé de marcher. Et je suis désolé mais <p>elle</p> n'a pas recommencé à la minute où je t'ai rencontrée.	Annie, ma vie ne s'est pas terminée quand j'ai arrêté de marcher, et je suis désolé, mais elle n'a pas recommencé à la minute où je vous ai rencontrés.	Annie, ma vie ne s'est pas terminée quand j'ai arrêté de marcher, et je suis désolé, mais elle n'a pas recommencé à la minute où je vous ai rencontrés.	
You know what, Pam? Why don't I check out Mel, and if we do need you, we'll come get you? How are you feeling? Tired. Huge.<brk> Well, your weight gain is right where it should be for the third trimester.	Well, your weight gain is right where it should be for the third trimester.	You know what, Pam? Why don't I check out Mel, and if we do need you, we'll come get you? How are you feeling? Tired. Huge.	Well, your weight gain is right where <p>it</p> should be for the third trimester.	Ta  prise  de poids est exactement ce qu'elle dois être au 3e trimestre.	Ta  prise  de poids est exactement ce qu'elle dois être au 3e trimestre.	Vous savez quoi, Pam? Pourquoi est-ce que je n'examinerais pas Mel, et si on a besoin de vous, on viendra vous chercher ? Comment te sens-tu ? Fatiguée. Enorme.	Ta  <hon>prise<hoff>  de poids est exactement ce qu'<p>elle</p> dois être au 3e trimestre.	Eh bien, votre prise de poids est là où elle devrait être pour le troisième trimestre.	Eh bien, votre prise de poids est là où elle devrait être pour le troisième trimestre.	
The blood that has been spilled, my blood yet, was because of what you foresaw. It's not a science, it's a gift. Sometimes I hear voices, other times it's a feeling, a certainty as solid as stone. And this new feeling? It came to me today.<brk> I saw their life together, and it is happy.	I saw their life together, and it is happy.	The blood that has been spilled, my blood yet, was because of what you foresaw. It's not a science, it's a gift. Sometimes I hear voices, other times it's a feeling, a certainty as solid as stone. And this new feeling? It came to me today.	I saw their life together, and <p>it</p> is happy.	J'ai vu leur  vie  ensemble, et elle était joyeuse.	J'ai vu leur  vie  ensemble, et elle était joyeuse.	Du sang a été versé, mon sang aussi, c'était à cause de ce que vous avez prédit. Ce n'est pas une science, c'est un cadeau. Parfois j'entends des voix, d'autres fois c'est un sentiment, une certitude aussi solide que la pierre. Et ce nouveau pré sentiment? Il m'est apparu aujourd'hui.	J'ai vu leur  <hon>vie<hoff>  ensemble, et <p>elle</p> était joyeuse.	J'ai vu leur vie ensemble, et elle est heureuse.	J'ai vu leur vie ensemble, et elle est heureuse.	
But one thing I can promise is that this gives you a little hope. Isn't that what you said about chemo? What we said about chemo was that it would buy you some time. Right. And what you told us was that you didn't want whatever time you had left ruined by what chemo does to your body.<brk> But this surgery, it has the potential to be more than just a treatment.	But this surgery, it has the potential to be more than just a treatment.	But one thing I can promise is that this gives you a little hope. Isn't that what you said about chemo? What we said about chemo was that it would buy you some time. Right. And what you told us was that you didn't want whatever time you had left ruined by what chemo does to your body.	But this surgery, <p>it</p> has the potential to be more than just a treatment.	Mais cette  opération , elle a la possibilité d'être plus qu'un traitement.	Mais cette  opération , elle a la possibilité d'être plus qu'un traitement.	Mais il y une promesse que je peux faire, c'est un peu d'espoir. Ce n'est pas ce que tu disais à propos de la chimio ? Ce que nous disions sur la chimio c'est que cela te ferais gagner du temps. Ok. Et ce que tu nous as dit c'est que tu ne voulais pas c'est que le temps qu'il te reste soit gâché par ce que la chimio puisse faire à ton corps.	Mais cette  <hon>opération<hoff> , <p>elle</p> a la possibilité d'être plus qu'un traitement.	Mais cette opération, elle a le potentiel pour être plus qu'un simple traitement.	Mais cette opération, elle a le potentiel pour être plus qu'un simple traitement.	
There's a border where one ends and the other begins. Voyager 1 reported back to Earth that its detectors were being pummeled by more and more cosmic rays. Until then, we didn't know where the interstellar ocean began. Voyager 1 pressed on past a boundary we had never crossed before. The heliosphere shields us from most of the deadly cosmic rays.<brk> When stormy solar winds blow, this zone of protection grows; in calm solar weather, it shrinks.	When stormy solar winds blow, this zone of protection grows; in calm solar weather, it shrinks.	There's a border where one ends and the other begins. Voyager 1 reported back to Earth that its detectors were being pummeled by more and more cosmic rays. Until then, we didn't know where the interstellar ocean began. Voyager 1 pressed on past a boundary we had never crossed before. The heliosphere shields us from most of the deadly cosmic rays.	When stormy solar winds blow, this zone of protection grows; in calm solar weather, <p>it</p> shrinks.	Quand un vent solaire orageux souffle, cette  zone  de protection grandit, par temps solaire calme, elle rétrécit.	Quand un vent solaire orageux souffle, cette  zone  de protection grandit, par temps solaire calme, elle rétrécit.	Il y a une frontière où l'un se termine et l'autre commence. Voyager 1 a signalé à la terre que ses détecteurs recevaient de plus en plus de rayons cosmiques. Jusqu'alors, nous ignorions où commençait l'océan interstellaire. Voyager 1 s'est avancée au-delà d'une frontière qu'on n'avait jamais traversée. L'héliosphère nous protège de la majorité des rayons cosmiques mortels.	Quand un vent solaire orageux souffle, cette  <hon>zone<hoff>  de protection grandit, par temps solaire calme, <p>elle</p> rétrécit.	Quand soufflent des vents solaires, cette zone de protection se développe ; par un climat solaire calme, elle rétrécit.	Quand soufflent des vents solaires, cette zone de protection se développe ; par un climat solaire calme, elle rétrécit.	
Come on. We have to call the cavalry. The woman. Lynch. Where is she?<brk> Do you know some churches have removed Their fonts of holy water because they fear It's a source of bacterial and viral infection?	Do you know some churches have removed Their fonts of holy water because they fear It's a source of bacterial and viral infection?	Come on. We have to call the cavalry. The woman. Lynch. Where is she?	Do you know some churches have removed Their fonts of holy water because <p>they</p> fear It's a source of bacterial and viral infection?	Sais-tu que certaines églises ont retiré leurs  fontaines  d'eau bénie parce qu'ils craigaient qu'elles soient une source d'infection bactérienne ou virale ?	Sais-tu que certaines églises ont retiré leurs  fontaines  d'eau bénie parce qu'ils craigaient qu'elles soient une source d'infection bactérienne ou virale ?	Allez. On doit appeler la cavalerie. La femme. Lynch. Où est-elle?	Sais-tu que certaines églises ont retiré leurs  <hon>fontaines<hoff>  d'eau bénie parce qu'ils craigaient qu'<p>elles</p> soient une source d'infection bactérienne ou virale ?	Savez-vous que certaines église ont retiré leurs polices d'eau bénigne parce qu'elles craignent qu'elle soit une source d'infection bactérienne et virale?	Savez-vous que certaines église ont retiré leurs polices d'eau bénigne parce qu'elles craignent qu'elle soit une source d'infection bactérienne et virale?	
Uh, a Tequila brand amb... ambassador thing? What the hell's that? Something dumb. Okay... He's the face of the brand.<brk> He goes to bars, hosting events, holding girls' hair back while they puke into their purses.	He goes to bars, hosting events, holding girls' hair back while they puke into their purses.	Uh, a Tequila brand amb... ambassador thing? What the hell's that? Something dumb. Okay... He's the face of the brand.	He goes to bars, hosting events, holding girls' hair back while <p>they</p> puke into their purses.	Il va dans les bars, reçoit aux soirées, tient les cheveux des  filles  pendant qu'elles vomissent dans leurs sacs.	Il va dans les bars, reçoit aux soirées, tient les cheveux des  filles  pendant qu'elles vomissent dans leurs sacs.	Euh, une égérie pour une marque de Tequila ? C'est quoi ça ? Quelque chose de bête. Ok... Il est le visage de la marque.	Il va dans les bars, reçoit aux soirées, tient les cheveux des  <hon>filles<hoff>  pendant qu'<p>elles</p> vomissent dans leurs sacs.	Il va dans des bars, il organise des événements, il retienne les cheveux des filles pendant qu'elles vomissent dans leur sac à main.	Il va dans des bars, il organise des événements, il retienne les cheveux des filles pendant qu'elles vomissent dans leur sac à main.	
That's before we were involved. Really? Well, forgive us for feeling that you have not upheld your side of the bargain. Is there anything that Mossad could share with us about the intel on that watch? Maybe if we had some specific leads--<brk> Ms. Walker, those questions are inappropriate, and they are not helpful.	Ms. Walker, those questions are inappropriate, and they are not helpful.	That's before we were involved. Really? Well, forgive us for feeling that you have not upheld your side of the bargain. Is there anything that Mossad could share with us about the intel on that watch? Maybe if we had some specific leads--	Ms. Walker, those questions are inappropriate, and <p>they</p> are not helpful.	Mme Walker, ces  questions  ne sont pas appropriées, et elles ne sont pas utiles.	Mme Walker, ces  questions  ne sont pas appropriées, et elles ne sont pas utiles.	C'est avant que nous soyons engagés. Vraiment ? Eh bien, pardonnez-nous pour estimer que vous n'avez pas maintenu votre part du marché. Y a-t-il quelque chose que le Mossad pourrait partager avec nous à propos des infos sur cette montre ? Peut-être que si nous avions quelques pistes précises.	Mme Walker, ces  <hon>questions<hoff>  ne sont pas appropriées, et <p>elles</p> ne sont pas utiles.	Mme Walker, ces questions sont inappropriées, et elles n'aident pas.	Mme Walker, ces questions sont inappropriées, et elles n'aident pas.	
"Yeah, I don't really feel like thinking about me anymore. Go on. - What? - Well, okay, then. It was like earlier tonight, when we were digging in trying to find Gran's ring to give it to Andy Violet was like, ""I don't need a ring to prove to the world that you are mine."" All I kept thinking was, ""Jesus, please.<brk> Sweet baby Jesus put that ring on Holly's finger before it winds up on Violet's."""	"Sweet baby Jesus put that ring on Holly's finger before it winds up on Violet's."""	"Yeah, I don't really feel like thinking about me anymore. Go on. - What? - Well, okay, then. It was like earlier tonight, when we were digging in trying to find Gran's ring to give it to Andy Violet was like, ""I don't need a ring to prove to the world that you are mine."" All I kept thinking was, ""Jesus, please."	"Sweet baby Jesus put that ring on Holly's finger before <p>it</p> winds up on Violet's."""	"Doux Jesus, met cette  bague  au doigt de Holly avant qu'elle ne finisse sur celui de violette ""."	"Doux Jesus, met cette  bague  au doigt de Holly avant qu'elle ne finisse sur celui de violette ""."	"Ouais, je n'ai plus vraiment envie de penser à moi. Quoi ? Bon, d'accord, alors. C'est comme plus tôt ce soir lorsque nous fouillions pour trouver la bague de Grand mère qu'on a donner à Andy, Violet a dit, ""Je n'ai pas besoin d'un anneau pour prouver au monde que tu es à moi "". Tout ce à quoi je pensais, c'était: ""Jésus, s'il te plaît."	"Doux Jesus, met cette  <hon>bague<hoff>  au doigt de Holly avant qu'<p>elle</p> ne finisse sur celui de violette ""."	"doux bébé Jésus a mis cette bague sur le doigt de Holly avant qu'elle n'arrive sur celle de Violet."""	"doux bébé Jésus a mis cette bague sur le doigt de Holly avant qu'elle n'arrive sur celle de Violet."""	
I mean, familiar with the products. Damn it. I've got to stop using the no-no words. Lacey, we have two rules here. One, if you're going to be late, you have to call.<brk> And two, if you're going to wear a skirt, it has to cover at least some of your thigh.	And two, if you're going to wear a skirt, it has to cover at least some of your thigh.	I mean, familiar with the products. Damn it. I've got to stop using the no-no words. Lacey, we have two rules here. One, if you're going to be late, you have to call.	And two, if you're going to wear a skirt, <p>it</p> has to cover at least some of your thigh.	et la deuxième, si tu dois porter une  jupe , elle doit couvrir un peu tes cuisses.	et la deuxième, si tu dois porter une  jupe , elle doit couvrir un peu tes cuisses.	Je veux dire, familiers avec les produits. Bon sang. Je dois arrêter de prononcer le mot interdit. Lacey, on a deux règles ici. La première, si tu es en retard, tu dois nous appeler.	et la deuxième, si tu dois porter une  <hon>jupe<hoff> , <p>elle</p> doit couvrir un peu tes cuisses.	Et deuxièmement, si tu portes une jupe, elle doit couvrir au moins une partie de ta cuisse.	Et deuxièmement, si tu portes une jupe, elle doit couvrir au moins une partie de ta cuisse.	
And then, after that, It's one stake through his heart. Did you hear me, seth? I'm in. There's all kinds of markings on these walls.<brk> If this is where those things get made, Maybe they can get unmade.	If this is where those things get made, Maybe they can get unmade.	And then, after that, It's one stake through his heart. Did you hear me, seth? I'm in. There's all kinds of markings on these walls.	If this is where those things get made, Maybe <p>they</p> can get unmade.	Si c'est là que ces  choses  sont fabriquées peut être qu'elles peuvent être défabriquées.	Si c'est là que ces  choses  sont fabriquées peut être qu'elles peuvent être défabriquées.	Et après cela, C'est un pieu dans le coeur. M'as-tu entendu, Seth ? J'en suis. Il y a toutes sortes de marques sur ces murs.	Si c'est là que ces  <hon>choses<hoff>  sont fabriquées peut être qu'<p>elles</p> peuvent être défabriquées.	Si c'est là que ces choses sont faites, elles peuvent peut-être se défaire.	Si c'est là que ces choses sont faites, elles peuvent peut-être se défaire.	
Hale! I just need two seconds of your time. Oh! Sick outfit. Very Gaga-esque.<brk> Ok, I got this Australian wool and it is on sale,	Ok, I got this Australian wool and it is on sale,	Hale! I just need two seconds of your time. Oh! Sick outfit. Very Gaga-esque.	Ok, I got this Australian wool and <p>it</p> is on sale,	Ok, j'ai eu cette  laine  australienne et elle est en soldes.	Ok, j'ai eu cette  laine  australienne et elle est en soldes.	Hale ! J'ai juste besoin de toi deux secondes. Oh ! Joli costume. Très Gaga-esque.	Ok, j'ai eu cette  <hon>laine<hoff>  australienne et <p>elle</p> est en soldes.	OK, j'ai cette laine australienne et elle est en solde,	OK, j'ai cette laine australienne et elle est en solde,	
