source_full	source_current	source_context	source_current_tagged	source_context_tagged	gold_target_full	gold_target_current	gold_target_context	gold_target_current_tagged	gold_target_context_tagged	gold_target_current_contrast	generated_target_full	generated_target_current	generated_target_context
I'll show Zoe to her room. Then we meet for Midday Gathering. Let's go. Miss Robichaux's Academy for Exceptional Young Ladies was established as a premiere girls' finishing school in 1790. During the Civil War, it was converted into a military hospital.<brk> Afterwards, it came under new management.	Afterwards, it came under new management.	I'll show Zoe to her room. Then we meet for Midday Gathering. Let's go. Miss Robichaux's Academy for Exceptional Young Ladies was established as a premiere girls' finishing school in 1790. During the Civil War, it was converted into a military hospital.	Afterwards, <p>it</p> came under new management.	I'll show Zoe to her room. Then we meet for Midday Gathering. Let's go. Miss Robichaux's <hon>Academy<hoff> for Exceptional Young Ladies was established as a premiere girls' finishing school in 1790. During the Civil War, <hon>it<hoff> was converted into a military hospital.	Je vais montrer sa chambre à Zoe. Puis on se retrouvera pour l'assemblée de midi. Allons-y L' Académie  de Miss Robichaux pour les jeunes filles exceptionnelles a été le premier pensionnat pour filles fondé en 1790. Pendant la Guerre Civile, elle a été convertie en hôpital militaire.<brk> Après cela, elle a été confiée à une nouvelle direction.	Après cela, elle a été confiée à une nouvelle direction.	Je vais montrer sa chambre à Zoe. Puis on se retrouvera pour l'assemblée de midi. Allons-y L' Académie  de Miss Robichaux pour les jeunes filles exceptionnelles a été le premier pensionnat pour filles fondé en 1790. Pendant la Guerre Civile, elle a été convertie en hôpital militaire.	Après cela, <p>elle</p> a été confiée à une nouvelle direction.	Je vais montrer sa chambre à Zoe. Puis on se retrouvera pour l'assemblée de midi. Allons-y L' <hon>Académie<hoff>  de Miss Robichaux pour les jeunes filles exceptionnelles a été le premier pensionnat pour filles fondé en 1790. Pendant la Guerre Civile, <hon>elle<hoff> a été convertie en hôpital militaire.	Après cela, il a été confiée à une nouvelle direction.	Je montrerai Zoé à sa chambre. Puis on se retrouve pour la réunion de midi. Allons-y. L'Académie de Miss Robichaux pour Jeunes Dames Exceptionnelles a été créée comme une école de premier ordre pour les filles en 1790. Pendant la guerre de Sécession, elle a été convertie en hôpital militaire. <brk> Ensuite, elle est entrée sous une nouvelle direction.	Ensuite, elle est entrée sous une nouvelle direction.	Je montrerai Zoé à sa chambre. Puis on se retrouve pour la réunion de midi. Allons-y. L'Académie de Miss Robichaux pour Jeunes Dames Exceptionnelles a été créée comme une école de premier ordre pour les filles en 1790. Pendant la guerre de Sécession, elle a été convertie en hôpital militaire.
She wasn't you. I gotta go. I mean, you gotta admit, it was pretty rad. I locked a vampire in her dorm with an invisible seal. I mean, how many newbie witches have that on their resume?<brk> If they do, they don't brag about it as loudly.	If they do, they don't brag about it as loudly.	She wasn't you. I gotta go. I mean, you gotta admit, it was pretty rad. I locked a vampire in her dorm with an invisible seal. I mean, how many newbie witches have that on their resume?	If <p>they</p> do, they don't brag about it as loudly.	She wasn't you. I gotta go. I mean, you gotta admit, it was pretty rad. I locked a vampire in her dorm with an invisible seal. I mean, how many newbie <hon>witches<hoff> have that on their resume?	Elle n'était pas toi. Je dois y aller. Je veux dire, tu dois admettre que c'était vraiment génial. J'ai enfermé un vampire dans son dortoir avec un sceau invisible. Combien de  sorcières  débutantes ont cela sur leur CV ?<brk> Si elles l'ont, elles ne s'en vantent pas aussi bruyamment.	Si elles l'ont, elles ne s'en vantent pas aussi bruyamment.	Elle n'était pas toi. Je dois y aller. Je veux dire, tu dois admettre que c'était vraiment génial. J'ai enfermé un vampire dans son dortoir avec un sceau invisible. Combien de  sorcières  débutantes ont cela sur leur CV ?	Si <p>elles</p> l'ont, elles ne s'en vantent pas aussi bruyamment.	Elle n'était pas toi. Je dois y aller. Je veux dire, tu dois admettre que c'était vraiment génial. J'ai enfermé un vampire dans son dortoir avec un sceau invisible. Combien de  <hon>sorcières<hoff>  débutantes ont cela sur leur CV ?	Si ils l'ont, elles ne s'en vantent pas aussi bruyamment.	Elle n'était pas toi. Je dois y aller. Je veux dire, tu dois admettre, c'était une sacrée rad. J'ai enfermé un vampire dans son dortoir avec un sceau invisible. Je veux dire, combien de jeunes sorcières ont ça sur leur CV? <brk> Si elles le font, elles ne se vantent pas aussi fort.	Si elles le font, elles ne se vantent pas aussi fort.	Elle n'était pas toi. Je dois y aller. Je veux dire, tu dois admettre, c'était une sacrée rad. J'ai enfermé un vampire dans son dortoir avec un sceau invisible. Je veux dire, combien de jeunes sorcières ont ça sur leur CV?
like the furies coming down to punish orestes. You have no idea what I'm talking about, do you? Was...washe theguy who stabbed out his eyes? God,that's oedipus, you dumbass! The furies are deities of vengeance.<brk> Their tears ran of blood, and they had snakes for hair.	Their tears ran of blood, and they had snakes for hair.	like the furies coming down to punish orestes. You have no idea what I'm talking about, do you? Was...washe theguy who stabbed out his eyes? God,that's oedipus, you dumbass! The furies are deities of vengeance.	Their tears ran of blood, and <p>they</p> had snakes for hair.	like the <hon>furies<hoff> coming down to punish orestes. You have no idea what I'm talking about, do you? Was...washe theguy who stabbed out his eyes? God,that's oedipus, you dumbass! The furies are deities of vengeance.	Comme les furies venaient pour punir Oreste. Tu ne sais pas de quoi je parle, n'est-ce pas ? Etait-ce celui qui s'est crevé les yeux ? Non, ça c'est Oedipe, crétin ! Les  furies  sont les déesses de la vengeance.<brk> Leurs larmes étaient en sang, et elles avaient des serpents à la place des cheveux.	Leurs larmes étaient en sang, et elles avaient des serpents à la place des cheveux.	Comme les furies venaient pour punir Oreste. Tu ne sais pas de quoi je parle, n'est-ce pas ? Etait-ce celui qui s'est crevé les yeux ? Non, ça c'est Oedipe, crétin ! Les  furies  sont les déesses de la vengeance.	Leurs larmes étaient en sang, et <p>elles</p> avaient des serpents à la place des cheveux.	Comme les furies venaient pour punir Oreste. Tu ne sais pas de quoi je parle, n'est-ce pas ? Etait-ce celui qui s'est crevé les yeux ? Non, ça c'est Oedipe, crétin ! Les  <hon>furies<hoff>  sont les déesses de la vengeance.	Leurs larmes étaient en sang, et ils avaient des serpents à la place des cheveux.	comme les furies qui descendent pour punir les orestes. Vous n'avez aucune idée de ce dont je parle, n'est-ce pas? Est-ce que... badait le gars qui lui a poignardé les yeux? Dieu, c'est œdipe, idiot! Les furies sont des divinités de la vengeance. <brk> Leurs larmes ont coulé de sang, et elles avaient des serpents pour les cheveux.	Leurs larmes ont coulé de sang, et elles avaient des serpents pour les cheveux.	comme les furies qui descendent pour punir les orestes. Vous n'avez aucune idée de ce dont je parle, n'est-ce pas? Est-ce que... badait le gars qui lui a poignardé les yeux? Dieu, c'est œdipe, idiot! Les furies sont des divinités de la vengeance.
You didn't find anything in my room, did you? Just tell me what you know about the riot. Which one of you guys killed my wife? What makes you think it was one of us? How are the women doing after this morning?<brk> Well, they hate it when a kid's used like that.	Well, they hate it when a kid's used like that.	You didn't find anything in my room, did you? Just tell me what you know about the riot. Which one of you guys killed my wife? What makes you think it was one of us? How are the women doing after this morning?	Well, <p>they</p> hate it when a kid's used like that.	You didn't find anything in my room, did you? Just tell me what you know about the riot. Which one of you guys killed my wife? What makes you think it was one of us? How are the <hon>women<hoff> doing after this morning?	Vous n'avez rien trouvé dans ma chambre, n'est-ce pas ? Dis-moi simplement ce que tu sais sur l'émeute. Laquelle de vous a tué ma femme ? Qu'est ce qui te fais croire que c'était l'une de nous ? Comment vont les  femmes  après ce matin ?<brk> Et bien, elles détestent quand un enfant est utilisé comme ça.	Et bien, elles détestent quand un enfant est utilisé comme ça.	Vous n'avez rien trouvé dans ma chambre, n'est-ce pas ? Dis-moi simplement ce que tu sais sur l'émeute. Laquelle de vous a tué ma femme ? Qu'est ce qui te fais croire que c'était l'une de nous ? Comment vont les  femmes  après ce matin ?	Et bien, <p>elles</p> détestent quand un enfant est utilisé comme ça.	Vous n'avez rien trouvé dans ma chambre, n'est-ce pas ? Dis-moi simplement ce que tu sais sur l'émeute. Laquelle de vous a tué ma femme ? Qu'est ce qui te fais croire que c'était l'une de nous ? Comment vont les  <hon>femmes<hoff>  après ce matin ?	Et bien, ils détestent quand un enfant est utilisé comme ça.	Vous n'avez rien trouvé dans ma chambre, n'est-ce pas? Dites-moi ce que vous savez sur l'émeute. Lequel d'entre vous a tué ma femme? Qu'est-ce qui vous fait croire qu'elle était de nous? Comment vont les femmes après ce matin? <brk> Elles détestent quand un enfant est utilisé comme ça.	Elles détestent quand un enfant est utilisé comme ça.	Vous n'avez rien trouvé dans ma chambre, n'est-ce pas? Dites-moi ce que vous savez sur l'émeute. Lequel d'entre vous a tué ma femme? Qu'est-ce qui vous fait croire qu'elle était de nous? Comment vont les femmes après ce matin?
No questions asked. You swear to me? I swear. I'd like to present you all with this star, this... beacon... of Bethlehem. It was handcrafted for the Archdiocese of Boston.<brk> I've decided that this year, it should hang on your tree.	I've decided that this year, it should hang on your tree.	No questions asked. You swear to me? I swear. I'd like to present you all with this star, this... beacon... of Bethlehem. It was handcrafted for the Archdiocese of Boston.	I've decided that this year, <p>it</p> should hang on your tree.	No questions asked. You swear to me? I swear. I'd like to present you all with this <hon>star<hoff>, this... beacon... of Bethlehem. <hon>It<hoff> was handcrafted for the Archdiocese of Boston.	Sans discuter. Vous me le jurez ? Je le jure. J'aimerais tous vous présenter cette  étoile ... ce fanal de Bethléem. Elle a été fabriquée à la main pour l'Archidiocèse de Boston.<brk> J'ai décidé que cette année, elle irait sur votre sapin.	J'ai décidé que cette année, elle irait sur votre sapin.	Sans discuter. Vous me le jurez ? Je le jure. J'aimerais tous vous présenter cette  étoile ... ce fanal de Bethléem. Elle a été fabriquée à la main pour l'Archidiocèse de Boston.	J'ai décidé que cette année, <p>elle</p> irait sur votre sapin.	Sans discuter. Vous me le jurez ? Je le jure. J'aimerais tous vous présenter cette  <hon>étoile<hoff> ... ce fanal de Bethléem. <hon>Elle<hoff> a été fabriquée à la main pour l'Archidiocèse de Boston.	J'ai décidé que cette année, il irait sur votre sapin.	Sans question. Vous me le jurez? Je vous le jure. J'aimerais vous montrer cette étoile, ce... phare... de Bethlehem. Elle a été conçue artisanalement pour l'archidiocèse de Boston. <brk> J'ai décidé que cette année, elle devrait être accrochée à votre arbre.	J'ai décidé que cette année, elle devrait être accrochée à votre arbre.	Sans question. Vous me le jurez? Je vous le jure. J'aimerais vous montrer cette étoile, ce... phare... de Bethlehem. Elle a été conçue artisanalement pour l'archidiocèse de Boston.
It's best if you come with us. What a pity! You've got a cut! The dove! She threw it out the window.<brk> I was picking his things and it landed on my head.	I was picking his things and it landed on my head.	It's best if you come with us. What a pity! You've got a cut! The dove! She threw it out the window.	I was picking his things and <p>it</p> landed on my head.	It's best if you come with us. What a pity! You've got a cut! The <hon>dove<hoff>! She threw it out the window.	Il vaut mieux que vous veniez. Quel dommage... Vous êtes blessée. Le  pigeon  ! Elle l'a jeté par la fenêtre.<brk> Je ramassais des affaires et il m'est tombé sur la tête.	Je ramassais des affaires et il m'est tombé sur la tête.	Il vaut mieux que vous veniez. Quel dommage... Vous êtes blessée. Le  pigeon  ! Elle l'a jeté par la fenêtre.	Je ramassais des affaires et <p>il</p> m'est tombé sur la tête.	Il vaut mieux que vous veniez. Quel dommage... Vous êtes blessée. Le  <hon>pigeon<hoff>  ! Elle l'a jeté par la fenêtre.	Je ramassais des affaires et elle m'est tombé sur la tête.	C'est mieux si tu viens avec nous. Quel dommage! Tu as une coupure! La colombe! Elle l'a jetée par la fenêtre. <brk> Je pioche ses affaires et elle a atterri sur ma tête.	Je pioche ses affaires et elle a atterri sur ma tête.	C'est mieux si tu viens avec nous. Quel dommage! Tu as une coupure! La colombe! Elle l'a jetée par la fenêtre.
Let's get started. Helping you find your happiness, saving you... That's what's gonna save me. This isn't your pixie dust, is it? Well, when you think about it, does anyone really own pixie dust? The fairies are quite proprietary about it.<brk> They find out you stole it, they would...	They find out you stole it, they would...	Let's get started. Helping you find your happiness, saving you... That's what's gonna save me. This isn't your pixie dust, is it? Well, when you think about it, does anyone really own pixie dust? The fairies are quite proprietary about it.	<p>They</p> find out you stole it, they would...	Let's get started. Helping you find your happiness, saving you... That's what's gonna save me. This isn't your pixie dust, is it? Well, when you think about it, does anyone really own pixie dust? The <hon>fairies<hoff> are quite proprietary about it.	Lançons-nous. T'aider à trouver le bonheur, te sauver, c'est ça qui me sauvera. Ce n'est pas ta poussière ? La poussière peut-elle être à quelqu'un ? Les  fées  la considèrent comme leur propriété.<brk> Si elles l'apprennent...	Si elles l'apprennent...	Lançons-nous. T'aider à trouver le bonheur, te sauver, c'est ça qui me sauvera. Ce n'est pas ta poussière ? La poussière peut-elle être à quelqu'un ? Les  fées  la considèrent comme leur propriété.	Si <p>elles</p> l'apprennent...	Lançons-nous. T'aider à trouver le bonheur, te sauver, c'est ça qui me sauvera. Ce n'est pas ta poussière ? La poussière peut-elle être à quelqu'un ? Les  <hon>fées<hoff>  la considèrent comme leur propriété.	Si ils l'apprennent...	Commençons. Vous aider à trouver votre bonheur, vous sauver... C'est ce qui va me sauver. Ce n'est pas votre poudre de fée, n'est-ce pas? Eh bien, quand on y pense, est-ce que quelqu'un possède vraiment de la poudre de fée? Les fées sont très propriétaires à ce sujet. <brk> Elles découvrent que vous l'avez volé, elles...	Elles découvrent que vous l'avez volé, elles...	Commençons. Vous aider à trouver votre bonheur, vous sauver... C'est ce qui va me sauver. Ce n'est pas votre poudre de fée, n'est-ce pas? Eh bien, quand on y pense, est-ce que quelqu'un possède vraiment de la poudre de fée? Les fées sont très propriétaires à ce sujet.
Okay, okay. Calm down. First of all, you did the right thing by hiding under this table. Secondly, your man is here. I'm gonna take care of this for us. I've been playing Xbox for years.<brk> I'm really good at fixing it when it freezes.	I'm really good at fixing it when it freezes.	Okay, okay. Calm down. First of all, you did the right thing by hiding under this table. Secondly, your man is here. I'm gonna take care of this for us. I've been playing Xbox for years.	I'm really good at fixing <p>it</p> when it freezes.	Okay, okay. Calm down. First of all, you did the right thing by hiding under this table. Secondly, your man is here. I'm gonna take care of this for us. I've been playing <hon>Xbox<hoff> for years.	Calme toi. Premièrement, tu as fait ce qu'il fallait en te cachant sous cette table. Deuxièmement, ton homme est là. Je vais régler ça pour nous. Ca fait des années que je joue à la  Xbox .<brk> Je suis très doué pour la réparer quand elle plante.	Je suis très doué pour la réparer quand elle plante.	Calme toi. Premièrement, tu as fait ce qu'il fallait en te cachant sous cette table. Deuxièmement, ton homme est là. Je vais régler ça pour nous. Ca fait des années que je joue à la  Xbox .	Je suis très doué pour <p>la</p> réparer quand elle plante.	Calme toi. Premièrement, tu as fait ce qu'il fallait en te cachant sous cette table. Deuxièmement, ton homme est là. Je vais régler ça pour nous. Ca fait des années que je joue à la  <hon>Xbox<hoff> .	Je suis très doué pour la réparer quand elle plante.	D'accord, d'accord. Calme-toi. D'abord, tu as fait ce qu'il fallait en te cachant sous cette table. Deuxièmement, ton homme est là. Je vais m'en occuper pour nous. Je joue à la Xbox depuis des années. <brk> Je suis vraiment doué pour la réparer quand elle gèle.	Je suis vraiment doué pour la réparer quand elle gèle.	D'accord, d'accord. Calme-toi. D'abord, tu as fait ce qu'il fallait en te cachant sous cette table. Deuxièmement, ton homme est là. Je vais m'en occuper pour nous. Je joue à la Xbox depuis des années.
I don't know who's behind it, and I don't want to. My girls... they have good life. They make good money. Legal money. They get nice clothes, apartment.<brk> They meet a nice guy, maybe they get more.	They meet a nice guy, maybe they get more.	I don't know who's behind it, and I don't want to. My girls... they have good life. They make good money. Legal money. They get nice clothes, apartment.	<p>They</p> meet a nice guy, maybe they get more.	I don't know who's behind it, and I don't want to. My <hon>girls<hoff>... <hon>they<hoff> have good life. <hon>They<hoff> make good money. Legal money. <hon>They<hoff> get nice clothes, apartment.	Je ne sais pas qui est derrière ça, et je ne veux pas le savoir. Mes  filles ... Elles ont une belle vie. Elles rapportent beaucoup d'argent. De l'argent légal. Elles ont des beaux vêtements, de beaux appartements.<brk> Elles rencontrent des mecs sympas, elles peuvent même avoir plus.	Elles rencontrent des mecs sympas, elles peuvent même avoir plus.	Je ne sais pas qui est derrière ça, et je ne veux pas le savoir. Mes  filles ... Elles ont une belle vie. Elles rapportent beaucoup d'argent. De l'argent légal. Elles ont des beaux vêtements, de beaux appartements.	<p>Elles</p> rencontrent des mecs sympas, elles peuvent même avoir plus.	Je ne sais pas qui est derrière ça, et je ne veux pas le savoir. Mes  <hon>filles<hoff> ... <hon>Elles<hoff> ont une belle vie. <hon>Elles<hoff> rapportent beaucoup d'argent. De l'argent légal. <hon>Elles<hoff> ont des beaux vêtements, de beaux appartements.	Ils rencontrent des mecs sympas, elles peuvent même avoir plus.	Je ne sais pas qui est derrière, et je ne veux pas. Mes filles... elles ont une vie agréable. Elles gagnent de l'argent. De l'argent légal. Elles ont de beaux habits, un appartement. <brk> Elles rencontrent un type sympa, peut-être qu'elles en ont plus.	Elles rencontrent un type sympa, peut-être qu'elles en ont plus.	Je ne sais pas qui est derrière, et je ne veux pas. Mes filles... elles ont une vie agréable. Elles gagnent de l'argent. De l'argent légal. Elles ont de beaux habits, un appartement.
- Ah, yes, the vehicle that you mentioned on the phone. You see, it makes a great deal of financial sense for me to buy a car of that price and then to ship it home. I'm head of the division of economic affairs, so you'll forgive me if I take a little pride in knowing how to strike a bargain. I'm not sure how you're gonna feel about your bargain now. That's my car?<brk> - Mmm. - What, you didn't... Know it was missing?	- Mmm. - What, you didn't... Know it was missing?	- Ah, yes, the vehicle that you mentioned on the phone. You see, it makes a great deal of financial sense for me to buy a car of that price and then to ship it home. I'm head of the division of economic affairs, so you'll forgive me if I take a little pride in knowing how to strike a bargain. I'm not sure how you're gonna feel about your bargain now. That's my car?	- Mmm. - What, you didn't... Know <p>it</p> was missing?	- Ah, yes, the vehicle that you mentioned on the phone. You see, it makes a great deal of financial sense for me to buy a car of that price and then to ship it home. I'm head of the division of economic affairs, so you'll forgive me if I take a little pride in knowing how to strike a bargain. I'm not sure how you're gonna feel about your bargain now. That's my <hon>car<hoff>?	- Ah, oui, le véhicule dont vous parliez au téléphone. Vous savez, c'est une bonne affaire pour moi acheter une voiture à ce prix et l'expédier à la maison. Je suis à la tête de la division des affaires économiques, alors, vous m'excuserez de m'enorgueillir de savoir comment faire des affaires. Je ne sais pas ce que vous penserez de votre affaire à présent. C'est ma  voiture  ?<brk> Vous ne saviez pas qu'elle avait disparu ?	Vous ne saviez pas qu'elle avait disparu ?	- Ah, oui, le véhicule dont vous parliez au téléphone. Vous savez, c'est une bonne affaire pour moi acheter une voiture à ce prix et l'expédier à la maison. Je suis à la tête de la division des affaires économiques, alors, vous m'excuserez de m'enorgueillir de savoir comment faire des affaires. Je ne sais pas ce que vous penserez de votre affaire à présent. C'est ma  voiture  ?	Vous ne saviez pas qu'<p>elle</p> avait disparu ?	- Ah, oui, le véhicule dont vous parliez au téléphone. Vous savez, c'est une bonne affaire pour moi acheter une voiture à ce prix et l'expédier à la maison. Je suis à la tête de la division des affaires économiques, alors, vous m'excuserez de m'enorgueillir de savoir comment faire des affaires. Je ne sais pas ce que vous penserez de votre affaire à présent. C'est ma  <hon>voiture<hoff>  ?	Vous ne saviez pas qu'il avait disparu ?	- Ah, oui, le véhicule dont tu parles au téléphone. Tu vois, ça a beaucoup de sens financièrement pour moi d'acheter une voiture à ce prix et de la ramener chez elle. Je suis à la tête de la division des affaires économiques, alors tu me pardonneras si je suis un peu fière de savoir comment faire un marché. Je ne suis pas sûre de ce que tu vas penser de ton marché maintenant. C'est ma voiture? <brk> - Quoi, tu n'as pas... Tu sais qu'elle avait disparu?	- Quoi, tu n'as pas... Tu sais qu'elle avait disparu?	- Ah, oui, le véhicule dont tu parles au téléphone. Tu vois, ça a beaucoup de sens financièrement pour moi d'acheter une voiture à ce prix et de la ramener chez elle. Je suis à la tête de la division des affaires économiques, alors tu me pardonneras si je suis un peu fière de savoir comment faire un marché. Je ne suis pas sûre de ce que tu vas penser de ton marché maintenant. C'est ma voiture?
Yeah, that's... Real admirable. You know what? I'm gonna run that 5k, and when I win, I'll be celebrating in my poolside cabana with a big ol' Denver omelet to keep me company. A Denver omelet might actually be better company.<brk> Especially if it has fresh mozzarella.	Especially if it has fresh mozzarella.	Yeah, that's... Real admirable. You know what? I'm gonna run that 5k, and when I win, I'll be celebrating in my poolside cabana with a big ol' Denver omelet to keep me company. A Denver omelet might actually be better company.	Especially if <p>it</p> has fresh mozzarella.	Yeah, that's... Real admirable. You know what? I'm gonna run that 5k, and when I win, I'll be celebrating in my poolside cabana with a big ol' Denver <hon>omelet<hoff> to keep me company. A Denver <hon>omelet<hoff> might actually be better company.	Oui, c'est... Vraiment admirable. Tu sais quoi ? Je vais faire cette course et après ma victoire, je fêterai ça dans ma cabane de piscine avec une bonne vielle omelette Denver pour me tenir compagnie. Une  omelette  Denver pourrait vraiment être d'une meilleure compagnie.<brk> Surtout si elle a de la mozzarella fraiche.	Surtout si elle a de la mozzarella fraiche.	Oui, c'est... Vraiment admirable. Tu sais quoi ? Je vais faire cette course et après ma victoire, je fêterai ça dans ma cabane de piscine avec une bonne vielle omelette Denver pour me tenir compagnie. Une  omelette  Denver pourrait vraiment être d'une meilleure compagnie.	Surtout si <p>elle</p> a de la mozzarella fraiche.	Oui, c'est... Vraiment admirable. Tu sais quoi ? Je vais faire cette course et après ma victoire, je fêterai ça dans ma cabane de piscine avec une bonne vielle <hon>omelette<hoff> Denver pour me tenir compagnie. Une  <hon>omelette<hoff>  Denver pourrait vraiment être d'une meilleure compagnie.	Surtout si il a de la mozzarella fraiche.	Oui, c'est... Vraiment admirable. Tu sais quoi? Je vais courir ce 5k, et quand je gagnerai, je ferai la fête dans mon cabine près de la piscine avec une vieille omelette de Denver pour me tenir compagnie. Une omelette de Denver pourrait en fait être une meilleure compagnie. <brk> Surtout si elle a de la mozzarella fraîche.	Surtout si elle a de la mozzarella fraîche.	Oui, c'est... Vraiment admirable. Tu sais quoi? Je vais courir ce 5k, et quand je gagnerai, je ferai la fête dans mon cabine près de la piscine avec une vieille omelette de Denver pour me tenir compagnie. Une omelette de Denver pourrait en fait être une meilleure compagnie.
